Chr	width	gene_id	gene_name	gene_biotype	type	GENEID
1	178	ENSMUSG00000103709	Nras-ps2	processed_pseudogene	gene	ENSMUSG00000103709
1	130	ENSMUSG00000077244	Gm23274	snoRNA	gene	ENSMUSG00000077244
1	1012	ENSMUSG00000102768	Gm19002	processed_pseudogene	gene	ENSMUSG00000102768
1	48464	ENSMUSG00000097797	Gm26901	lncRNA	gene	ENSMUSG00000097797
1	1315	ENSMUSG00000103498	Gm18984	processed_pseudogene	gene	ENSMUSG00000103498
1	20182	ENSMUSG00000103067	Gm30414	lncRNA	gene	ENSMUSG00000103067
1	286	ENSMUSG00000102320	Gm37791	processed_pseudogene	gene	ENSMUSG00000102320
1	2095	ENSMUSG00000104226	Gm7470	processed_pseudogene	gene	ENSMUSG00000104226
1	881	ENSMUSG00000103903	Rps2-ps2	processed_pseudogene	gene	ENSMUSG00000103903
1	1705	ENSMUSG00000103557	Gm38216	processed_pseudogene	gene	ENSMUSG00000103557
1	157727	ENSMUSG00000026312	Cdh7	protein_coding	gene	ENSMUSG00000026312
1	538	ENSMUSG00000100290	Gm18552	processed_pseudogene	gene	ENSMUSG00000100290
1	928	ENSMUSG00000100758	Gm3332	processed_pseudogene	gene	ENSMUSG00000100758
1	813	ENSMUSG00000099926	Gm6693	processed_pseudogene	gene	ENSMUSG00000099926
1	32909	ENSMUSG00000039748	Exo1	protein_coding	gene	ENSMUSG00000039748
1	107	ENSMUSG00000118715	Gm23805	snRNA	gene	ENSMUSG00000118715
1	1897	ENSMUSG00000104158	Becn2	protein_coding	gene	ENSMUSG00000104158
1	1944	ENSMUSG00000103540	Gm37668	TEC	gene	ENSMUSG00000103540
1	80835	ENSMUSG00000057363	Uxs1	protein_coding	gene	ENSMUSG00000057363
1	89259	ENSMUSG00000047216	Cdh19	protein_coding	gene	ENSMUSG00000047216
1	2996	ENSMUSG00000102788	Gm38255	TEC	gene	ENSMUSG00000102788
1	2759	ENSMUSG00000102160	Gm36944	TEC	gene	ENSMUSG00000102160
1	60956	ENSMUSG00000101253	Gm29088	lncRNA	gene	ENSMUSG00000101253
1	781	ENSMUSG00000101846	Gm19927	processed_pseudogene	gene	ENSMUSG00000101846
1	1279	ENSMUSG00000090243	Gm16103	processed_pseudogene	gene	ENSMUSG00000090243
1	545	ENSMUSG00000100701	Gm19587	processed_pseudogene	gene	ENSMUSG00000100701
1	2842	ENSMUSG00000100555	Gm8173	processed_pseudogene	gene	ENSMUSG00000100555
1	816	ENSMUSG00000101395	Gm8241	processed_pseudogene	gene	ENSMUSG00000101395
1	402	ENSMUSG00000102728	Gm37934	TEC	gene	ENSMUSG00000102728
1	125	ENSMUSG00000088848	Gm26352	snoRNA	gene	ENSMUSG00000088848
1	110	ENSMUSG00002075225	NA	miRNA	gene	ENSMUSG00002075225
1	6217	ENSMUSG00000038702	Dsel	protein_coding	gene	ENSMUSG00000038702
1	574	ENSMUSG00000101875	Gm6028	processed_pseudogene	gene	ENSMUSG00000101875
1	7675	ENSMUSG00000099732	Gm17752	processed_pseudogene	gene	ENSMUSG00000099732
1	838	ENSMUSG00000101220	Gm6717	processed_pseudogene	gene	ENSMUSG00000101220
1	665	ENSMUSG00000100020	Gm19086	processed_pseudogene	gene	ENSMUSG00000100020
1	669	ENSMUSG00000101054	Gm18406	processed_pseudogene	gene	ENSMUSG00000101054
1	136	ENSMUSG00000088691	Gm22331	snoRNA	gene	ENSMUSG00000088691
1	2144	ENSMUSG00000099884	Gm8204	processed_pseudogene	gene	ENSMUSG00000099884
1	1390	ENSMUSG00000100304	Gm28190	processed_pseudogene	gene	ENSMUSG00000100304
1	1026	ENSMUSG00000101453	Gm28189	lncRNA	gene	ENSMUSG00000101453
1	538	ENSMUSG00000102105	Gm17946	processed_pseudogene	gene	ENSMUSG00000102105
1	736	ENSMUSG00000099943	Gm18181	processed_pseudogene	gene	ENSMUSG00000099943
1	134	ENSMUSG00002075119	NA	snoRNA	gene	ENSMUSG00002075119
1	72750	ENSMUSG00000097648	9330185C12Rik	lncRNA	gene	ENSMUSG00000097648
1	574	ENSMUSG00000101687	Gm4854	processed_pseudogene	gene	ENSMUSG00000101687
1	15637	ENSMUSG00000100515	Gm17916	transcribed_processed_pseudogene	gene	ENSMUSG00000100515
1	7250	ENSMUSG00000033021	Gmppa	protein_coding	gene	ENSMUSG00000033021
1	313007	ENSMUSG00000055214	Pld5	protein_coding	gene	ENSMUSG00000055214
1	1338	ENSMUSG00000078184	Rbm8a2	protein_coding	gene	ENSMUSG00000078184
1	1645	ENSMUSG00000104363	Gm38081	TEC	gene	ENSMUSG00000104363
1	2435	ENSMUSG00000103277	Gm37916	TEC	gene	ENSMUSG00000103277
1	3557	ENSMUSG00000104157	Gm38101	lncRNA	gene	ENSMUSG00000104157
1	517	ENSMUSG00000102446	Gm17965	processed_pseudogene	gene	ENSMUSG00000102446
1	3566	ENSMUSG00000104248	Gm38152	TEC	gene	ENSMUSG00000104248
1	97163	ENSMUSG00000104021	Gm36536	lncRNA	gene	ENSMUSG00000104021
1	662	ENSMUSG00000103471	Gm17966	processed_pseudogene	gene	ENSMUSG00000103471
1	108	ENSMUSG00000087875	Gm26104	snRNA	gene	ENSMUSG00000087875
1	23908	ENSMUSG00000033007	Asic4	protein_coding	gene	ENSMUSG00000033007
1	2192	ENSMUSG00000102605	Gm37264	TEC	gene	ENSMUSG00000102605
1	902568	ENSMUSG00000070695	Cntnap5a	protein_coding	gene	ENSMUSG00000070695
1	938405	ENSMUSG00000025909	Sntg1	protein_coding	gene	ENSMUSG00000025909
1	72	ENSMUSG00002076179	NA	miRNA	gene	ENSMUSG00002076179
1	400	ENSMUSG00000102033	Gm28263	processed_pseudogene	gene	ENSMUSG00000102033
1	2532	ENSMUSG00000102647	Gm38024	TEC	gene	ENSMUSG00000102647
1	400	ENSMUSG00000086235	Gm16284	processed_pseudogene	gene	ENSMUSG00000086235
1	3534	ENSMUSG00000102253	Gm38259	TEC	gene	ENSMUSG00000102253
1	110	ENSMUSG00002074990	NA	miRNA	gene	ENSMUSG00002074990
1	20428	ENSMUSG00000094429	Gm19965	protein_coding	gene	ENSMUSG00000094429
1	1276	ENSMUSG00000101154	Gm17777	processed_pseudogene	gene	ENSMUSG00000101154
1	1164	ENSMUSG00000103884	Gm37005	TEC	gene	ENSMUSG00000103884
1	164	ENSMUSG00000065865	Gm24030	snRNA	gene	ENSMUSG00000065865
1	240	ENSMUSG00000084353	Gm15452	processed_pseudogene	gene	ENSMUSG00000084353
1	110	ENSMUSG00002076328	NA	miRNA	gene	ENSMUSG00002076328
1	198	ENSMUSG00000103933	Gm36964	processed_pseudogene	gene	ENSMUSG00000103933
1	474	ENSMUSG00000101573	Gm28361	processed_pseudogene	gene	ENSMUSG00000101573
1	110	ENSMUSG00002075967	NA	miRNA	gene	ENSMUSG00002075967
1	340	ENSMUSG00000086195	Gm6152	processed_pseudogene	gene	ENSMUSG00000086195
1	2607	ENSMUSG00000107979	Zfp813-ps	lncRNA	gene	ENSMUSG00000107979
1	2506	ENSMUSG00000101373	Zfp813-ps	processed_pseudogene	gene	ENSMUSG00000101373
1	340	ENSMUSG00000104504	Gm7445	processed_pseudogene	gene	ENSMUSG00000104504
1	16083	ENSMUSG00000099615	Gm28362	unprocessed_pseudogene	gene	ENSMUSG00000099615
1	626	ENSMUSG00000066693	Gm7493	processed_pseudogene	gene	ENSMUSG00000066693
1	1050	ENSMUSG00000102316	Gm37629	TEC	gene	ENSMUSG00000102316
1	30311	ENSMUSG00000100265	Gm28363	protein_coding	gene	ENSMUSG00000100265
1	518	ENSMUSG00000103819	Gm38008	processed_pseudogene	gene	ENSMUSG00000103819
1	27256	ENSMUSG00000100527	Gm28359	unprocessed_pseudogene	gene	ENSMUSG00000100527
1	3259	ENSMUSG00000102871	Gm37143	TEC	gene	ENSMUSG00000102871
1	4342	ENSMUSG00000099571	Gm18182	unprocessed_pseudogene	gene	ENSMUSG00000099571
1	1915	ENSMUSG00000101571	Gm6187	processed_pseudogene	gene	ENSMUSG00000101571
1	636	ENSMUSG00000104428	Gm18299	processed_pseudogene	gene	ENSMUSG00000104428
1	22227	ENSMUSG00000101303	B020011L13Rik	protein_coding	gene	ENSMUSG00000101303
1	1170	ENSMUSG00000102272	Gm7512	processed_pseudogene	gene	ENSMUSG00000102272
1	24416	ENSMUSG00000100305	Gm28360	protein_coding	gene	ENSMUSG00000100305
1	103	ENSMUSG00000065625	Gm24765	snRNA	gene	ENSMUSG00000065625
1	345	ENSMUSG00000099534	Gm28169	processed_pseudogene	gene	ENSMUSG00000099534
1	2185	ENSMUSG00000103411	Gm18300	processed_pseudogene	gene	ENSMUSG00000103411
1	31201	ENSMUSG00000100886	Gm7195	unprocessed_pseudogene	gene	ENSMUSG00000100886
1	21974	ENSMUSG00000101415	Gm28168	protein_coding	gene	ENSMUSG00000101415
1	2048	ENSMUSG00000061024	Rrs1	protein_coding	gene	ENSMUSG00000061024
1	20946	ENSMUSG00000100617	Gm7145	protein_coding	gene	ENSMUSG00000100617
1	21647	ENSMUSG00000100703	Gm28358	transcribed_unprocessed_pseudogene	gene	ENSMUSG00000100703
1	16535	ENSMUSG00000100177	Gm29489	unprocessed_pseudogene	gene	ENSMUSG00000100177
1	342	ENSMUSG00000101363	Gm29490	processed_pseudogene	gene	ENSMUSG00000101363
1	842	ENSMUSG00000101590	Gm29104	unprocessed_pseudogene	gene	ENSMUSG00000101590
1	25766	ENSMUSG00000102030	Gm29106	protein_coding	gene	ENSMUSG00000102030
1	1163	ENSMUSG00000099870	Gm7200	processed_pseudogene	gene	ENSMUSG00000099870
1	16962	ENSMUSG00000026374	Tsn	protein_coding	gene	ENSMUSG00000026374
1	11984	ENSMUSG00000026377	Nifk	protein_coding	gene	ENSMUSG00000026377
1	6138	ENSMUSG00000099936	Gm28867	lncRNA	gene	ENSMUSG00000099936
1	32726	ENSMUSG00000025911	Adhfe1	protein_coding	gene	ENSMUSG00000025911
1	1102	ENSMUSG00000081441	Gm6161	processed_pseudogene	gene	ENSMUSG00000081441
1	25945	ENSMUSG00000067879	Vxn	protein_coding	gene	ENSMUSG00000067879
1	1328	ENSMUSG00000099827	Gm29520	lncRNA	gene	ENSMUSG00000099827
1	80415	ENSMUSG00000057335	Cep170	protein_coding	gene	ENSMUSG00000057335
1	1419	ENSMUSG00000103634	3110062G12Rik	TEC	gene	ENSMUSG00000103634
1	1895	ENSMUSG00000104154	Gm38104	TEC	gene	ENSMUSG00000104154
1	4360	ENSMUSG00000103435	Gm36992	lncRNA	gene	ENSMUSG00000103435
1	99	ENSMUSG00000065573	Mir350	miRNA	gene	ENSMUSG00000065573
1	265	ENSMUSG00002076271	7SK	misc_RNA	gene	ENSMUSG00002076271
1	241	ENSMUSG00000100551	Gm19503	processed_pseudogene	gene	ENSMUSG00000100551
1	1699	ENSMUSG00000100357	Gm28181	lncRNA	gene	ENSMUSG00000100357
1	32795	ENSMUSG00000025912	Mybl1	protein_coding	gene	ENSMUSG00000025912
1	29761	ENSMUSG00000045210	Vcpip1	protein_coding	gene	ENSMUSG00000045210
1	69354	ENSMUSG00000041763	Tpp2	protein_coding	gene	ENSMUSG00000041763
1	205778	ENSMUSG00000026504	Sdccag8	protein_coding	gene	ENSMUSG00000026504
1	339	ENSMUSG00000103367	Gm38158	processed_pseudogene	gene	ENSMUSG00000103367
1	160	ENSMUSG00000103584	Gm38053	unprocessed_pseudogene	gene	ENSMUSG00000103584
1	80	ENSMUSG00002076339	NA	miRNA	gene	ENSMUSG00002076339
1	835	ENSMUSG00000102475	Gm37246	processed_pseudogene	gene	ENSMUSG00000102475
1	10627	ENSMUSG00000047343	Mettl21c	protein_coding	gene	ENSMUSG00000047343
1	724	ENSMUSG00000102211	Gm37490	TEC	gene	ENSMUSG00000102211
1	4713	ENSMUSG00000087082	Gm15423	lncRNA	gene	ENSMUSG00000087082
1	180	ENSMUSG00000090106	Gm15838	processed_pseudogene	gene	ENSMUSG00000090106
1	2210	ENSMUSG00000103251	Gm37519	TEC	gene	ENSMUSG00000103251
1	23875	ENSMUSG00000091844	Gm8251	protein_coding	gene	ENSMUSG00000091844
1	150754	ENSMUSG00000026483	Niban1	protein_coding	gene	ENSMUSG00000026483
1	1676	ENSMUSG00000082528	Gm15182	processed_pseudogene	gene	ENSMUSG00000082528
1	790	ENSMUSG00000082012	Gm5257	processed_pseudogene	gene	ENSMUSG00000082012
1	2099	ENSMUSG00000099996	Gm29065	lncRNA	gene	ENSMUSG00000099996
1	400	ENSMUSG00000101763	Gm29068	processed_pseudogene	gene	ENSMUSG00000101763
1	107731	ENSMUSG00000100827	Gm29069	lncRNA	gene	ENSMUSG00000100827
1	12896	ENSMUSG00000100553	Gm17751	lncRNA	gene	ENSMUSG00000100553
1	84	ENSMUSG00000098611	Mir6343	miRNA	gene	ENSMUSG00000098611
1	137321	ENSMUSG00000100534	Gm816	lncRNA	gene	ENSMUSG00000100534
1	3766	ENSMUSG00000102904	Gm38265	TEC	gene	ENSMUSG00000102904
1	94	ENSMUSG00002076350	5S_rRNA	rRNA	gene	ENSMUSG00002076350
1	238131	ENSMUSG00000019699	Akt3	protein_coding	gene	ENSMUSG00000019699
1	1897	ENSMUSG00000104391	Gm37960	TEC	gene	ENSMUSG00000104391
1	1532	ENSMUSG00000102133	Gm37106	TEC	gene	ENSMUSG00000102133
1	1301	ENSMUSG00000102749	Gm37598	TEC	gene	ENSMUSG00000102749
1	1293	ENSMUSG00000103163	Gm38146	TEC	gene	ENSMUSG00000103163
1	2765	ENSMUSG00000103646	Gm37706	TEC	gene	ENSMUSG00000103646
1	796	ENSMUSG00000102427	Gm37463	TEC	gene	ENSMUSG00000102427
1	317	ENSMUSG00000103633	Gm38328	processed_pseudogene	gene	ENSMUSG00000103633
1	14933	ENSMUSG00000097892	Gm26801	lncRNA	gene	ENSMUSG00000097892
1	8414	ENSMUSG00000063659	Zbtb18	protein_coding	gene	ENSMUSG00000063659
1	2239	ENSMUSG00000102432	Gm29856	lncRNA	gene	ENSMUSG00000102432
1	8890	ENSMUSG00000103043	Gm37306	lncRNA	gene	ENSMUSG00000103043
1	5502	ENSMUSG00000102885	Gm37280	lncRNA	gene	ENSMUSG00000102885
1	15829	ENSMUSG00000026049	Tex30	protein_coding	gene	ENSMUSG00000026049
1	1231	ENSMUSG00000103767	Gm37858	TEC	gene	ENSMUSG00000103767
1	66681	ENSMUSG00000043019	Edem3	protein_coding	gene	ENSMUSG00000043019
1	19328	ENSMUSG00000101104	Gm29247	lncRNA	gene	ENSMUSG00000101104
1	23511	ENSMUSG00000015962	1700016C15Rik	protein_coding	gene	ENSMUSG00000015962
1	237723	ENSMUSG00000032666	1700025G04Rik	protein_coding	gene	ENSMUSG00000032666
1	133	ENSMUSG00000084557	Gm25279	snRNA	gene	ENSMUSG00000084557
1	11645	ENSMUSG00000100685	Gm28610	lncRNA	gene	ENSMUSG00000100685
1	805	ENSMUSG00000102090	Gm8964	processed_pseudogene	gene	ENSMUSG00000102090
1	346	ENSMUSG00000103744	Gm38238	TEC	gene	ENSMUSG00000103744
1	33550	ENSMUSG00000015961	Adss	protein_coding	gene	ENSMUSG00000015961
1	610	ENSMUSG00000089657	Gm16585	processed_pseudogene	gene	ENSMUSG00000089657
1	154248	ENSMUSG00000102483	Catspere1	protein_coding	gene	ENSMUSG00000102483
1	15954	ENSMUSG00000014980	Tsen15	protein_coding	gene	ENSMUSG00000014980
1	147904	ENSMUSG00000026235	Epha4	protein_coding	gene	ENSMUSG00000026235
1	116	ENSMUSG00000099141	Mir6352	miRNA	gene	ENSMUSG00000099141
1	110866	ENSMUSG00000032649	Colgalt2	protein_coding	gene	ENSMUSG00000032649
1	1849	ENSMUSG00000101849	Gm28386	lncRNA	gene	ENSMUSG00000101849
1	292	ENSMUSG00000101506	Gm28385	processed_pseudogene	gene	ENSMUSG00000101506
1	164	ENSMUSG00000065215	Gm26263	snRNA	gene	ENSMUSG00000065215
1	29411	ENSMUSG00000102052	Gm28387	lncRNA	gene	ENSMUSG00000102052
1	12263	ENSMUSG00000026047	Poglut2	protein_coding	gene	ENSMUSG00000026047
1	452	ENSMUSG00000080878	Btf3-ps14	processed_pseudogene	gene	ENSMUSG00000080878
1	189283	ENSMUSG00000091476	Catspere2	protein_coding	gene	ENSMUSG00000091476
1	9078	ENSMUSG00000104097	Gm37313	unprocessed_pseudogene	gene	ENSMUSG00000104097
1	107	ENSMUSG00000119789	Gm25312	snRNA	gene	ENSMUSG00000119789
1	972	ENSMUSG00000102493	Gm8010	unprocessed_pseudogene	gene	ENSMUSG00000102493
1	95868	ENSMUSG00000004872	Pax3	protein_coding	gene	ENSMUSG00000004872
1	745	ENSMUSG00000118426	Gm2102	processed_pseudogene	gene	ENSMUSG00000118426
1	25814	ENSMUSG00000041684	Bivm	protein_coding	gene	ENSMUSG00000041684
1	109945	ENSMUSG00000032908	Sgpp2	protein_coding	gene	ENSMUSG00000032908
1	14479	ENSMUSG00000099561	Gm28410	lncRNA	gene	ENSMUSG00000099561
1	818	ENSMUSG00000102945	Gm37884	TEC	gene	ENSMUSG00000102945
1	69885	ENSMUSG00000026502	Desi2	protein_coding	gene	ENSMUSG00000026502
1	903	ENSMUSG00000103958	Gm8023	processed_pseudogene	gene	ENSMUSG00000103958
1	594	ENSMUSG00000070489	4930527J03Rik	pseudogene	gene	ENSMUSG00000070489
1	405	ENSMUSG00000104126	Gm37486	processed_pseudogene	gene	ENSMUSG00000104126
1	3564	ENSMUSG00000026500	Cox20	protein_coding	gene	ENSMUSG00000026500
1	33517	ENSMUSG00000026048	Ercc5	protein_coding	gene	ENSMUSG00000026048
1	14892	ENSMUSG00000046828	Mettl21e	protein_coding	gene	ENSMUSG00000046828
1	957	ENSMUSG00000089703	Gm15833	processed_pseudogene	gene	ENSMUSG00000089703
1	989	ENSMUSG00000100966	Gm5700	processed_pseudogene	gene	ENSMUSG00000100966
1	1639	ENSMUSG00000100769	Gm28893	lncRNA	gene	ENSMUSG00000100769
1	309	ENSMUSG00000101567	Txn-ps1	processed_pseudogene	gene	ENSMUSG00000101567
1	70923	ENSMUSG00000026245	Farsb	protein_coding	gene	ENSMUSG00000026245
1	261	ENSMUSG00000101798	Gm28995	unprocessed_pseudogene	gene	ENSMUSG00000101798
1	1479	ENSMUSG00000104018	4833412K13Rik	TEC	gene	ENSMUSG00000104018
1	15133	ENSMUSG00000090486	BC035947	protein_coding	gene	ENSMUSG00000090486
1	249592	ENSMUSG00000026482	Rgl1	protein_coding	gene	ENSMUSG00000026482
1	3476	ENSMUSG00000086145	Gm15479	lncRNA	gene	ENSMUSG00000086145
1	1401	ENSMUSG00000080950	Gm7278	processed_pseudogene	gene	ENSMUSG00000080950
1	20619	ENSMUSG00000099868	Gm28792	lncRNA	gene	ENSMUSG00000099868
1	6994	ENSMUSG00000055547	Apobec4	protein_coding	gene	ENSMUSG00000055547
1	27183	ENSMUSG00000012187	Mogat1	protein_coding	gene	ENSMUSG00000012187
1	9056	ENSMUSG00000008475	Arpc5	protein_coding	gene	ENSMUSG00000008475
1	16416	ENSMUSG00000099364	5730419F03Rik	lncRNA	gene	ENSMUSG00000099364
1	4621	ENSMUSG00000100562	Gm29611	lncRNA	gene	ENSMUSG00000100562
1	245328	ENSMUSG00000056870	Gulp1	protein_coding	gene	ENSMUSG00000056870
1	4563	ENSMUSG00000102319	Gm37626	TEC	gene	ENSMUSG00000102319
1	420	ENSMUSG00000089877	Gm16102	processed_pseudogene	gene	ENSMUSG00000089877
1	5274	ENSMUSG00000101701	4930521E06Rik	lncRNA	gene	ENSMUSG00000101701
1	1551	ENSMUSG00000103071	Gm38110	TEC	gene	ENSMUSG00000103071
1	528	ENSMUSG00000100434	Gm3489	processed_pseudogene	gene	ENSMUSG00000100434
1	667	ENSMUSG00000100013	Gm19480	processed_pseudogene	gene	ENSMUSG00000100013
1	745	ENSMUSG00000101251	Gm3496	processed_pseudogene	gene	ENSMUSG00000101251
1	940	ENSMUSG00000101937	Gm5268	processed_pseudogene	gene	ENSMUSG00000101937
1	16690	ENSMUSG00000039630	Hnrnpu	protein_coding	gene	ENSMUSG00000039630
1	1870	ENSMUSG00000104279	Gm38300	TEC	gene	ENSMUSG00000104279
1	121	ENSMUSG00002075531	NA	miRNA	gene	ENSMUSG00002075531
1	106	ENSMUSG00000064954	Gm24919	snRNA	gene	ENSMUSG00000064954
1	78429	ENSMUSG00000026495	Efcab2	protein_coding	gene	ENSMUSG00000026495
1	49919	ENSMUSG00000032883	Acsl3	protein_coding	gene	ENSMUSG00000032883
1	36798	ENSMUSG00000026480	Ncf2	protein_coding	gene	ENSMUSG00000026480
1	410076	ENSMUSG00000026494	Kif26b	protein_coding	gene	ENSMUSG00000026494
1	167	ENSMUSG00000064967	Gm24405	snRNA	gene	ENSMUSG00000064967
1	474	ENSMUSG00000102922	Gm34176	processed_pseudogene	gene	ENSMUSG00000102922
1	102739	ENSMUSG00000025915	Sgk3	protein_coding	gene	ENSMUSG00000025915
1	19033	ENSMUSG00000089713	Gm16564	lncRNA	gene	ENSMUSG00000089713
1	13475	ENSMUSG00000079470	Utp14b	protein_coding	gene	ENSMUSG00000079470
1	1724	ENSMUSG00000099377	Gm6159	processed_pseudogene	gene	ENSMUSG00000099377
1	432889	ENSMUSG00000099706	Gm29536	lncRNA	gene	ENSMUSG00000099706
1	3271	ENSMUSG00000047330	Kcne4	protein_coding	gene	ENSMUSG00000047330
1	1395	ENSMUSG00000101324	Gm29187	lncRNA	gene	ENSMUSG00000101324
1	443	ENSMUSG00000072978	Gm5830	processed_pseudogene	gene	ENSMUSG00000072978
1	357	ENSMUSG00000046334	Gm6195	processed_pseudogene	gene	ENSMUSG00000046334
1	105	ENSMUSG00002075801	U6	snRNA	gene	ENSMUSG00002075801
1	5452	ENSMUSG00000050711	Scg2	protein_coding	gene	ENSMUSG00000050711
1	1355	ENSMUSG00000099562	Gm19027	processed_pseudogene	gene	ENSMUSG00000099562
1	126	ENSMUSG00000077782	Gm24160	snoRNA	gene	ENSMUSG00000077782
1	566082	ENSMUSG00000055067	Smyd3	protein_coding	gene	ENSMUSG00000055067
1	65097	ENSMUSG00000054702	Ap1s3	protein_coding	gene	ENSMUSG00000054702
1	480	ENSMUSG00000096474	Gm5561	processed_pseudogene	gene	ENSMUSG00000096474
1	1513	ENSMUSG00000102235	Gm37886	TEC	gene	ENSMUSG00000102235
1	18213	ENSMUSG00000026492	Tfb2m	protein_coding	gene	ENSMUSG00000026492
1	519	ENSMUSG00000082395	Gm15480	processed_pseudogene	gene	ENSMUSG00000082395
1	81109	ENSMUSG00000038949	Cnst	protein_coding	gene	ENSMUSG00000038949
1	38169	ENSMUSG00000026043	Col3a1	protein_coding	gene	ENSMUSG00000026043
1	33448	ENSMUSG00000046101	Mcmdc2	protein_coding	gene	ENSMUSG00000046101
1	141	ENSMUSG00002074901	NA	miRNA	gene	ENSMUSG00002074901
1	87	ENSMUSG00000093178	Snord87	snoRNA	gene	ENSMUSG00000093178
1	7770	ENSMUSG00000099032	Tcf24	protein_coding	gene	ENSMUSG00000099032
1	1374	ENSMUSG00000104025	E330040D14Rik	TEC	gene	ENSMUSG00000104025
1	18980	ENSMUSG00000038936	Sccpdh	protein_coding	gene	ENSMUSG00000038936
1	65652	ENSMUSG00000042772	Smg7	protein_coding	gene	ENSMUSG00000042772
1	1779	ENSMUSG00000100394	Gm28791	lncRNA	gene	ENSMUSG00000100394
1	438	ENSMUSG00000103840	1700040K01Rik	TEC	gene	ENSMUSG00000103840
1	49975	ENSMUSG00000087236	Kif28	protein_coding	gene	ENSMUSG00000087236
1	703	ENSMUSG00000100702	Gm8976	processed_pseudogene	gene	ENSMUSG00000100702
1	128962	ENSMUSG00000026042	Col5a2	protein_coding	gene	ENSMUSG00000026042
1	7217	ENSMUSG00000104476	Gm38211	TEC	gene	ENSMUSG00000104476
1	73882	ENSMUSG00000073643	Wdfy1	protein_coding	gene	ENSMUSG00000073643
1	1791	ENSMUSG00000104497	Gm10555	TEC	gene	ENSMUSG00000104497
1	40513	ENSMUSG00000025916	Ppp1r42	protein_coding	gene	ENSMUSG00000025916
1	9980	ENSMUSG00000087199	Gm15818	lncRNA	gene	ENSMUSG00000087199
1	5428	ENSMUSG00000026248	Mrpl44	protein_coding	gene	ENSMUSG00000026248
1	104	ENSMUSG00000119658	Gm24674	snRNA	gene	ENSMUSG00000119658
1	66984	ENSMUSG00000026249	Serpine2	protein_coding	gene	ENSMUSG00000026249
1	164264	ENSMUSG00000042751	Nmnat2	protein_coding	gene	ENSMUSG00000042751
1	891	ENSMUSG00000067106	Gm5529	processed_pseudogene	gene	ENSMUSG00000067106
1	23027	ENSMUSG00000099969	Gm28960	lncRNA	gene	ENSMUSG00000099969
1	478	ENSMUSG00000100397	Gm28071	processed_pseudogene	gene	ENSMUSG00000100397
1	264	ENSMUSG00000099753	Gm28058	processed_pseudogene	gene	ENSMUSG00000099753
1	107	ENSMUSG00000118883	Gm23934	snRNA	gene	ENSMUSG00000118883
1	1829	ENSMUSG00000102518	Gm38339	TEC	gene	ENSMUSG00000102518
1	7355	ENSMUSG00000099552	9830004L10Rik	lncRNA	gene	ENSMUSG00000099552
1	19768	ENSMUSG00000043230	Fam124b	protein_coding	gene	ENSMUSG00000043230
1	1167	ENSMUSG00000103404	Gm37932	TEC	gene	ENSMUSG00000103404
